Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
941,8,3,251,,,
942,2,4,66,,,
943,9,2,281,,,
944,7,4,221,,,
945,4,3,127,,,
946,4,4,128,,,
947,6,2,188,,,
948,7,2,219,,,
949,6,4,190,,,
950,6,3,189,,,
951,2,3,65,,,
952,7,4,221,,,
953,6,3,189,,,
954,11,3,344,,,
955,6,4,190,,,
956,11,3,344,,,
957,8,4,252,,,
958,5,3,158,,,
959,11,3,344,,,
960,1,4,35,,,
961,7,4,221,,,
962,5,4,159,,,
963,2,2,64,,,
964,6,3,189,,,
965,3,3,96,,,
966,4,3,127,,,
967,9,2,281,,,
968,10,2,312,,,
969,7,4,221,,,
970,8,3,251,,,
971,3,4,97,,,
972,6,4,190,,,
973,4,3,127,,,
974,2,3,65,,,
975,3,2,95,,,
976,3,2,95,,,
977,3,3,96,,,
978,6,4,190,,,
979,11,2,343,,,
980,1,2,33,,,
981,9,4,283,,,
982,5,4,159,,,
983,6,4,190,,,
984,6,4,190,,,
985,5,4,159,,,
986,2,2,64,,,
987,4,4,128,,,
988,8,4,252,,,
989,6,4,190,,,
990,3,2,95,,,
991,10,2,312,,,
992,4,2,126,,,
993,9,4,283,,,
994,7,2,219,,,
995,1,4,35,,,
996,10,2,312,,,
997,3,3,96,,,
998,5,2,157,,,
999,5,3,158,,,
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
0,3,105,198,,,
1,10,121,431,,,
2,8,112,360,,,
3,8,102,350,,,
4,11,118,459,,,
5,10,100,410,,,
6,10,104,414,,,
7,1,116,147,,,
8,1,103,134,,,
9,6,105,291,,,
10,10,108,418,,,
11,6,110,296,,,
12,4,119,243,,,
13,6,117,303,,,
14,1,123,154,,,
15,11,107,448,,,
16,7,120,337,,,
17,3,107,200,,,
18,8,123,371,,,
19,10,105,415,,,
20,2,120,182,,,
21,11,119,460,,,
22,8,108,356,,,
23,3,117,210,,,
24,10,107,417,,,
25,10,114,424,,,
26,6,122,308,,,
27,3,114,207,,,
28,5,113,268,,,
29,8,107,355,,,
30,6,114,300,,,
31,2,123,185,,,
32,3,117,210,,,
33,11,107,448,,,
34,10,113,423,,,
35,8,122,370,,,
36,9,104,383,,,
37,5,119,274,,,
38,11,104,445,,,
39,6,115,301,,,
40,9,121,400,,,
41,6,101,287,,,
42,2,114,176,,,
43,6,113,299,,,
44,8,123,371,,,
45,7,116,333,,,
46,2,109,171,,,
47,6,102,288,,,
48,5,122,277,,,
49,8,109,357,,,
50,1,121,152,,,
51,9,119,398,,,
52,1,104,135,,,
53,5,105,260,,,
54,1,113,144,,,
55,9,111,390,,,
56,8,103,351,,,
57,5,111,266,,,
58,4,110,234,,,
59,1,111,142,,,
60,3,101,194,,,
61,10,98,408,,,
62,4,119,243,,,
63,1,104,135,,,
64,10,103,413,,,
65,11,123,464,,,
66,6,104,290,,,
67,6,100,286,,,
68,5,118,273,,,
69,2,115,177,,,
70,7,122,339,,,
71,9,107,386,,,
72,10,118,428,,,
73,6,108,294,,,
74,5,122,277,,,
75,6,112,298,,,
76,9,118,397,,,
77,1,103,134,,,
78,2,107,169,,,
79,6,124,310,,,
80,4,109,233,,,
81,1,114,145,,,
82,2,107,169,,,
83,11,123,464,,,
84,2,120,182,,,
85,11,100,441,,,
86,5,122,277,,,
87,6,102,288,,,
88,4,116,240,,,
89,11,107,448,,,
90,6,121,307,,,
91,7,102,319,,,
92,10,119,429,,,
93,4,112,236,,,
94,7,110,327,,,
95,11,111,452,,,
96,9,117,396,,,
97,8,114,362,,,
98,7,112,329,,,
99,10,99,409,,,
100,4,110,234,,,
101,9,104,383,,,
102,10,100,410,,,
103,9,117,396,,,
104,3,98,191,,,
105,6,101,287,,,
106,10,101,411,,,
107,2,100,162,,,
108,2,102,164,,,
109,5,110,265,,,
110,3,122,215,,,
111,2,121,183,,,
112,3,118,211,,,
113,4,105,229,,,
114,3,103,196,,,
115,2,114,176,,,
116,4,119,243,,,
117,7,118,335,,,
118,6,106,292,,,
119,6,109,295,,,
120,8,100,348,,,
121,4,106,230,,,
122,6,116,302,,,
123,7,118,335,,,
124,4,108,232,,,
125,1,113,144,,,
126,10,105,415,,,
127,5,113,268,,,
128,9,107,386,,,
129,6,116,302,,,
130,7,102,319,,,
131,3,105,198,,,
132,6,107,293,,,
133,6,123,309,,,
134,4,105,229,,,
135,5,102,257,,,
136,3,110,203,,,
137,10,99,409,,,
138,3,99,192,,,
139,2,111,173,,,
140,11,105,446,,,
141,11,104,445,,,
142,9,122,401,,,
143,1,112,143,,,
144,10,117,427,,,
145,5,117,272,,,
146,8,101,349,,,
147,6,119,305,,,
148,6,120,306,,,
149,5,114,269,,,
150,1,122,153,,,
151,2,109,171,,,
152,2,122,184,,,
153,8,117,365,,,
154,8,107,355,,,
155,2,110,172,,,
156,6,106,292,,,
157,3,122,215,,,
158,4,100,224,,,
159,9,101,380,,,
160,10,112,422,,,
161,1,117,148,,,
162,3,116,209,,,
163,3,114,207,,,
164,2,99,161,,,
165,9,116,395,,,
166,5,115,270,,,
167,3,117,210,,,
168,2,104,166,,,
169,8,117,365,,,
170,11,103,444,,,
171,3,107,200,,,
172,8,112,360,,,
173,4,103,227,,,
174,9,108,387,,,
175,1,101,132,,,
176,6,110,296,,,
177,6,107,293,,,
178,5,112,267,,,
179,5,101,256,,,
180,9,106,385,,,
181,6,110,296,,,
182,7,122,339,,,
183,3,106,199,,,
184,2,115,177,,,
185,1,107,138,,,
186,11,101,442,,,
187,6,122,308,,,
188,7,104,321,,,
189,3,123,216,,,
190,9,118,397,,,
191,5,122,277,,,
192,7,111,328,,,
193,3,122,215,,,
194,3,117,210,,,
195,5,109,264,,,
196,5,103,258,,,
197,10,113,423,,,
198,8,115,363,,,
199,11,106,447,,,
200,7,122,339,,,
201,9,121,400,,,
202,2,105,167,,,
203,6,118,304,,,
204,6,100,286,,,
205,7,122,339,,,
206,9,104,383,,,
207,1,112,143,,,
208,8,109,357,,,
209,10,124,434,,,
210,6,100,286,,,
211,2,108,170,,,
212,7,115,332,,,
213,1,103,134,,,
214,4,122,246,,,
215,8,106,354,,,
216,7,103,320,,,
217,9,117,396,,,
218,8,115,363,,,
219,7,117,334,,,
220,3,121,214,,,
221,3,106,199,,,
222,11,105,446,,,
223,6,103,289,,,
224,11,108,449,,,
225,4,124,248,,,
226,8,99,347,,,
227,1,118,149,,,
228,7,107,324,,,
229,10,123,433,,,
230,4,117,241,,,
231,8,103,351,,,
232,3,119,212,,,
233,6,99,285,,,
234,2,103,165,,,
235,7,122,339,,,
236,3,104,197,,,
237,9,123,402,,,
238,10,99,409,,,
239,10,112,422,,,
240,8,110,358,,,
241,10,107,417,,,
242,6,105,291,,,
243,4,105,229,,,
244,5,102,257,,,
245,10,112,422,,,
246,4,104,228,,,
247,11,116,457,,,
248,5,120,275,,,
249,1,107,138,,,
250,4,103,227,,,
251,10,114,424,,,
252,9,101,380,,,
253,7,114,331,,,
254,11,107,448,,,
255,7,112,329,,,
256,4,114,238,,,
257,5,122,277,,,
258,6,117,303,,,
259,9,121,400,,,
260,1,119,150,,,
261,5,98,253,,,
262,5,117,272,,,
263,9,102,381,,,
264,6,114,300,,,
265,4,99,223,,,
266,3,111,204,,,
267,6,113,299,,,
268,10,123,433,,,
269,10,120,430,,,
270,7,119,336,,,
271,1,111,142,,,
272,2,109,171,,,
273,11,110,451,,,
274,2,117,179,,,
275,9,111,390,,,
276,7,107,324,,,
277,4,117,241,,,
278,6,109,295,,,
279,7,120,337,,,
280,3,103,196,,,
281,6,123,309,,,
282,11,120,461,,,
283,8,104,352,,,
284,11,116,457,,,
285,1,105,136,,,
286,11,104,445,,,
287,3,114,207,,,
288,10,122,432,,,
289,6,124,310,,,
290,1,117,148,,,
291,2,110,172,,,
292,3,114,207,,,
293,6,106,292,,,
294,9,106,385,,,
295,8,116,364,,,
296,6,106,292,,,
297,3,115,208,,,
298,4,118,242,,,
299,6,102,288,,,
300,6,111,297,,,
301,7,115,332,,,
302,2,110,172,,,
303,8,115,363,,,
304,9,100,379,,,
305,8,104,352,,,
306,6,123,309,,,
307,6,104,290,,,
308,11,99,440,,,
309,6,112,298,,,
310,6,108,294,,,
311,11,113,454,,,
312,3,107,200,,,
313,1,122,153,,,
314,5,121,276,,,
315,11,100,441,,,
316,11,112,453,,,
317,7,107,324,,,
318,6,103,289,,,
319,6,103,289,,,
320,5,109,264,,,
321,8,121,369,,,
322,3,100,193,,,
323,2,116,178,,,
324,4,123,247,,,
325,6,107,293,,,
326,2,114,176,,,
327,11,99,440,,,
328,8,98,346,,,
329,6,102,288,,,
330,11,106,447,,,
331,8,118,366,,,
332,8,111,359,,,
333,11,106,447,,,
334,4,122,246,,,
335,10,108,418,,,
336,7,106,323,,,
337,5,102,257,,,
338,2,102,164,,,
339,6,110,296,,,
340,9,111,390,,,
341,7,116,333,,,
342,1,121,152,,,
343,6,99,285,,,
344,5,100,255,,,
345,11,107,448,,,
346,9,105,384,,,
347,2,101,163,,,
348,4,122,246,,,
349,9,117,396,,,
350,5,112,267,,,
351,2,121,183,,,
352,6,112,298,,,
353,5,114,269,,,
354,9,112,391,,,
355,5,118,273,,,
356,1,103,134,,,
357,3,111,204,,,
358,8,108,356,,,
359,10,100,410,,,
360,3,115,208,,,
361,7,115,332,,,
362,6,103,289,,,
363,5,118,273,,,
364,2,100,162,,,
365,9,116,395,,,
366,4,122,246,,,
367,7,102,319,,,
368,6,109,295,,,
369,9,116,395,,,
370,6,121,307,,,
371,1,113,144,,,
372,6,114,300,,,
373,6,108,294,,,
374,8,117,365,,,
375,2,110,172,,,
376,5,108,263,,,
377,3,112,205,,,
378,6,123,309,,,
379,2,118,180,,,
380,9,117,396,,,
381,6,116,302,,,
382,10,114,424,,,
383,3,121,214,,,
384,7,100,317,,,
385,7,114,331,,,
386,8,101,349,,,
387,4,123,247,,,
388,3,123,216,,,
389,4,109,233,,,
390,11,120,461,,,
391,6,108,294,,,
392,1,105,136,,,
393,8,112,360,,,
394,4,101,225,,,
395,11,104,445,,,
396,4,103,227,,,
397,4,115,239,,,
398,4,121,245,,,
399,2,102,164,,,
400,9,108,387,,,
401,8,117,365,,,
402,10,100,410,,,
403,10,110,420,,,
404,9,104,383,,,
405,2,99,161,,,
406,6,101,287,,,
407,2,116,178,,,
408,10,98,408,,,
409,10,106,416,,,
410,5,120,275,,,
411,10,112,422,,,
412,4,114,238,,,
413,3,120,213,,,
414,1,106,137,,,
415,5,123,278,,,
416,4,107,231,,,
417,7,108,325,,,
418,2,120,182,,,
419,6,109,295,,,
420,10,107,417,,,
421,6,107,293,,,
422,6,114,300,,,
423,9,117,396,,,
424,6,105,291,,,
425,6,117,303,,,
426,10,122,432,,,
427,2,106,168,,,
428,8,108,356,,,
429,9,109,388,,,
430,4,110,234,,,
431,8,103,351,,,
432,3,114,207,,,
433,5,117,272,,,
434,11,115,456,,,
435,5,107,262,,,
436,7,110,327,,,
437,6,120,306,,,
438,8,102,350,,,
439,10,99,409,,,
440,9,100,379,,,
441,2,119,181,,,
442,9,109,388,,,
443,2,109,171,,,
444,11,106,447,,,
445,2,110,172,,,
446,2,114,176,,,
447,5,100,255,,,
448,2,116,178,,,
449,6,102,288,,,
450,11,111,452,,,
451,8,107,355,,,
452,4,111,235,,,
453,11,114,455,,,
454,2,117,179,,,
455,4,109,233,,,
456,10,120,430,,,
457,3,109,202,,,
458,4,122,246,,,
459,5,115,270,,,
460,9,108,387,,,
461,10,123,433,,,
462,11,115,456,,,
463,3,104,197,,,
464,11,108,449,,,
465,2,101,163,,,
466,6,106,292,,,
467,11,114,455,,,
468,7,104,321,,,
469,10,111,421,,,
470,8,118,366,,,
471,6,112,298,,,
472,8,118,366,,,
473,6,104,290,,,
474,5,103,258,,,
475,7,105,322,,,
476,9,122,401,,,
477,2,114,176,,,
478,9,117,396,,,
479,6,109,295,,,
480,8,99,347,,,
481,4,105,229,,,
482,11,100,441,,,
483,1,118,149,,,
484,7,114,331,,,
485,5,99,254,,,
486,6,111,297,,,
487,7,102,319,,,
488,3,105,198,,,
489,1,117,148,,,
490,10,103,413,,,
491,11,115,456,,,
492,11,123,464,,,
493,3,105,198,,,
494,3,100,193,,,
495,11,116,457,,,
496,4,103,227,,,
497,10,104,414,,,
498,2,116,178,,,
499,5,101,256,,,
500,2,110,172,,,
501,8,121,369,,,
502,1,123,154,,,
503,5,111,266,,,
504,2,101,163,,,
505,6,117,303,,,
506,4,113,237,,,
507,6,105,291,,,
508,11,111,452,,,
509,9,120,399,,,
510,6,114,300,,,
511,9,122,401,,,
512,1,105,136,,,
513,6,116,302,,,
514,6,111,297,,,
515,10,106,416,,,
516,2,116,178,,,
517,2,102,164,,,
518,6,99,285,,,
519,1,122,153,,,
520,6,104,290,,,
521,2,103,165,,,
522,6,117,303,,,
523,5,114,269,,,
524,4,118,242,,,
525,11,120,461,,,
526,10,122,432,,,
527,10,99,409,,,
528,9,101,380,,,
529,7,116,333,,,
530,8,107,355,,,
531,6,100,286,,,
532,9,105,384,,,
533,6,116,302,,,
534,2,111,173,,,
535,6,121,307,,,
536,6,104,290,,,
537,9,114,393,,,
538,7,119,336,,,
539,9,110,389,,,
540,7,101,318,,,
541,9,109,388,,,
542,3,104,197,,,
543,4,101,225,,,
544,10,111,421,,,
545,3,113,206,,,
546,4,98,222,,,
547,9,122,401,,,
548,10,121,431,,,
549,1,113,144,,,
550,5,116,271,,,
551,5,123,278,,,
552,9,105,384,,,
553,3,107,200,,,
554,3,121,214,,,
555,4,120,244,,,
556,5,109,264,,,
557,6,101,287,,,
558,4,109,233,,,
559,11,116,457,,,
560,3,105,198,,,
561,6,102,288,,,
562,10,119,429,,,
563,1,112,143,,,
564,5,100,255,,,
565,3,103,196,,,
566,9,105,384,,,
567,11,116,457,,,
568,6,112,298,,,
569,9,109,388,,,
570,3,111,204,,,
571,10,113,423,,,
572,6,124,310,,,
573,11,120,461,,,
574,9,112,391,,,
575,6,116,302,,,
576,3,122,215,,,
577,6,119,305,,,
578,2,104,166,,,
579,5,106,261,,,
580,8,110,358,,,
581,5,119,274,,,
582,3,107,200,,,
583,6,107,293,,,
584,9,102,381,,,
585,1,110,141,,,
586,8,104,352,,,
587,11,112,453,,,
588,9,101,380,,,
589,6,107,293,,,
590,8,101,349,,,
591,3,110,203,,,
592,2,109,171,,,
593,5,121,276,,,
594,9,120,399,,,
595,8,107,355,,,
596,6,110,296,,,
597,6,112,298,,,
598,6,113,299,,,
599,9,113,392,,,
600,10,124,434,,,
601,6,115,301,,,
602,4,116,240,,,
603,1,114,145,,,
604,6,118,304,,,
605,11,119,460,,,
606,5,112,267,,,
607,6,114,300,,,
608,11,117,458,,,
609,1,101,132,,,
610,3,119,212,,,
611,4,120,244,,,
612,10,104,414,,,
613,3,120,213,,,
614,7,118,335,,,
615,7,113,330,,,
616,2,117,179,,,
617,10,108,418,,,
618,9,111,390,,,
619,5,121,276,,,
620,6,115,301,,,
621,11,114,455,,,
622,2,104,166,,,
623,3,101,194,,,
624,5,119,274,,,
625,9,110,389,,,
626,4,103,227,,,
627,7,104,321,,,
628,5,111,266,,,
629,8,100,348,,,
630,10,111,421,,,
631,9,118,397,,,
632,5,106,261,,,
633,6,103,289,,,
634,5,123,278,,,
635,1,108,139,,,
636,10,111,421,,,
637,8,121,369,,,
638,7,120,337,,,
639,6,110,296,,,
640,4,107,231,,,
641,6,116,302,,,
642,2,105,167,,,
643,8,116,364,,,
644,9,116,395,,,
645,5,101,256,,,
646,7,103,320,,,
647,6,103,289,,,
648,8,112,360,,,
649,8,120,368,,,
650,2,115,177,,,
651,11,122,463,,,
652,6,113,299,,,
653,11,118,459,,,
654,4,104,228,,,
655,6,114,300,,,
656,11,114,455,,,
657,7,112,329,,,
658,5,116,271,,,
659,8,105,353,,,
660,5,109,264,,,
661,5,106,261,,,
662,4,106,230,,,
663,6,111,297,,,
664,7,102,319,,,
665,2,107,169,,,
666,6,112,298,,,
667,5,115,270,,,
668,6,108,294,,,
669,4,111,235,,,
670,9,103,382,,,
671,6,104,290,,,
672,6,112,298,,,
673,6,116,302,,,
674,6,111,297,,,
675,10,104,414,,,
676,8,107,355,,,
677,6,102,288,,,
678,1,109,140,,,
679,3,111,204,,,
680,1,103,134,,,
681,6,109,295,,,
682,4,112,236,,,
683,9,121,400,,,
684,9,103,382,,,
685,2,118,180,,,
686,9,115,394,,,
687,11,101,442,,,
688,8,123,371,,,
689,4,115,239,,,
690,6,108,294,,,
691,6,117,303,,,
692,2,103,165,,,
693,8,103,351,,,
694,3,113,206,,,
695,7,123,340,,,
696,11,108,449,,,
697,1,122,153,,,
698,2,103,165,,,
699,6,110,296,,,
700,4,117,241,,,
701,3,109,202,,,
702,7,121,338,,,
703,1,112,143,,,
704,1,101,132,,,
705,6,107,293,,,
706,7,100,317,,,
707,10,102,412,,,
708,6,109,295,,,
709,11,113,454,,,
710,2,122,184,,,
711,2,108,170,,,
712,4,121,245,,,
713,6,101,287,,,
714,3,120,213,,,
715,2,116,178,,,
716,9,113,392,,,
717,9,108,387,,,
718,7,110,327,,,
719,9,114,393,,,
720,4,116,240,,,
721,3,111,204,,,
722,6,123,309,,,
723,8,107,355,,,
724,9,103,382,,,
725,9,102,381,,,
726,10,111,421,,,
727,9,117,396,,,
728,5,108,263,,,
729,7,100,317,,,
730,1,100,131,,,
731,6,102,288,,,
732,4,115,239,,,
733,8,106,354,,,
734,8,113,361,,,
735,6,115,301,,,
736,2,105,167,,,
737,8,119,367,,,
738,1,101,132,,,
739,1,103,134,,,
740,3,110,203,,,
741,2,112,174,,,
742,3,115,208,,,
743,2,105,167,,,
744,9,119,398,,,
745,11,115,456,,,
746,4,111,235,,,
747,1,112,143,,,
748,4,113,237,,,
749,2,124,186,,,
750,3,113,206,,,
751,4,114,238,,,
752,6,108,294,,,
753,7,116,333,,,
754,6,114,300,,,
755,3,107,200,,,
756,4,111,235,,,
757,1,118,149,,,
758,6,113,299,,,
759,2,119,181,,,
760,6,104,290,,,
761,1,111,142,,,
762,6,114,300,,,
763,7,115,332,,,
764,6,121,307,,,
765,2,105,167,,,
766,10,99,409,,,
767,11,124,465,,,
768,4,101,225,,,
769,4,111,235,,,
770,3,102,195,,,
771,9,118,397,,,
772,5,111,266,,,
773,7,102,319,,,
774,3,102,195,,,
775,1,117,148,,,
776,4,107,231,,,
777,11,117,458,,,
778,5,110,265,,,
779,1,104,135,,,
780,6,104,290,,,
781,8,119,367,,,
782,2,117,179,,,
783,4,111,235,,,
784,5,114,269,,,
785,8,105,353,,,
786,1,119,150,,,
787,8,101,349,,,
788,2,113,175,,,
789,2,116,178,,,
790,1,113,144,,,
791,6,115,301,,,
792,11,110,451,,,
793,6,114,300,,,
794,8,102,350,,,
795,7,100,317,,,
796,5,99,254,,,
797,6,105,291,,,
798,4,113,237,,,
799,5,120,275,,,
800,7,99,316,,,
801,10,101,411,,,
802,1,120,151,,,
803,11,102,443,,,
804,6,107,293,,,
805,7,104,321,,,
806,10,119,429,,,
807,4,108,232,,,
808,4,103,227,,,
809,3,111,204,,,
810,7,117,334,,,
811,6,102,288,,,
812,1,101,132,,,
813,8,116,364,,,
814,3,113,206,,,
815,8,117,365,,,
816,6,103,289,,,
817,4,100,224,,,
818,9,110,389,,,
819,4,98,222,,,
820,1,101,132,,,
821,8,117,365,,,
822,10,103,413,,,
823,3,116,209,,,
824,9,108,387,,,
825,11,122,463,,,
826,9,107,386,,,
827,6,117,303,,,
828,2,117,179,,,
829,7,102,319,,,
830,11,107,448,,,
831,3,119,212,,,
832,1,116,147,,,
833,1,102,133,,,
834,10,119,429,,,
835,6,107,293,,,
836,8,104,352,,,
837,10,112,422,,,
838,1,109,140,,,
839,6,98,284,,,
840,1,107,138,,,
841,1,111,142,,,
842,11,119,460,,,
843,5,113,268,,,
844,3,101,194,,,
845,1,119,150,,,
846,3,108,201,,,
847,4,122,246,,,
848,6,112,298,,,
849,6,102,288,,,
850,11,99,440,,,
851,3,119,212,,,
852,3,102,195,,,
853,10,122,432,,,
854,6,115,301,,,
855,9,121,400,,,
856,8,118,366,,,
857,9,100,379,,,
858,10,124,434,,,
859,6,107,293,,,
860,8,102,350,,,
861,5,114,269,,,
862,7,104,321,,,
863,5,103,258,,,
864,4,99,223,,,
865,2,111,173,,,
866,5,118,273,,,
867,7,101,318,,,
868,5,113,268,,,
869,9,117,396,,,
870,2,122,184,,,
871,7,105,322,,,
872,10,116,426,,,
873,6,123,309,,,
874,6,118,304,,,
875,9,107,386,,,
876,3,117,210,,,
877,5,107,262,,,
878,10,107,417,,,
879,11,115,456,,,
880,5,108,263,,,
881,10,109,419,,,
882,7,107,324,,,
883,1,123,154,,,
884,10,118,428,,,
885,5,117,272,,,
886,1,115,146,,,
887,10,108,418,,,
888,2,122,184,,,
889,6,122,308,,,
890,9,114,393,,,
891,11,121,462,,,
892,7,121,338,,,
893,7,109,326,,,
894,7,120,337,,,
895,6,110,296,,,
896,7,113,330,,,
897,10,117,427,,,
898,7,118,335,,,
899,1,104,135,,,
900,7,124,341,,,
901,6,108,294,,,
902,10,113,423,,,
903,6,111,297,,,
904,4,106,230,,,
905,1,106,137,,,
906,8,107,355,,,
907,3,119,212,,,
908,7,108,325,,,
909,7,109,326,,,
910,7,117,334,,,
911,6,100,286,,,
912,9,101,380,,,
913,7,106,323,,,
914,2,121,183,,,
915,2,119,181,,,
916,1,119,150,,,
917,2,123,185,,,
918,6,105,291,,,
919,11,108,449,,,
920,2,119,181,,,
921,4,107,231,,,
922,8,98,346,,,
923,5,103,258,,,
924,7,114,331,,,
925,3,121,214,,,
926,6,112,298,,,
927,1,122,153,,,
928,8,110,358,,,
929,4,115,239,,,
930,5,115,270,,,
931,6,106,292,,,
932,1,114,145,,,
933,6,108,294,,,
934,9,99,378,,,
935,4,121,245,,,
936,7,105,322,,,
937,6,118,304,,,
938,11,113,454,,,
939,9,106,385,,,
940,8,102,350,,,
941,6,122,308,,,
942,3,106,199,,,
943,6,118,304,,,
944,6,108,294,,,
945,6,103,289,,,
946,9,112,391,,,
947,7,114,331,,,
948,9,114,393,,,
949,11,114,455,,,
950,9,121,400,,,
951,8,120,368,,,
952,7,113,330,,,
953,3,103,196,,,
954,4,118,242,,,
955,6,122,308,,,
956,7,105,322,,,
957,7,106,323,,,
958,6,102,288,,,
959,4,120,244,,,
960,8,122,370,,,
961,3,121,214,,,
962,3,113,206,,,
963,8,103,351,,,
964,9,120,399,,,
965,5,98,253,,,
966,6,123,309,,,
967,6,104,290,,,
968,11,103,444,,,
969,8,112,360,,,
970,11,108,449,,,
971,11,112,453,,,
972,1,98,129,,,
973,6,118,304,,,
974,6,108,294,,,
975,4,117,241,,,
976,11,109,450,,,
977,4,113,237,,,
978,10,108,418,,,
979,8,101,349,,,
980,11,102,443,,,
981,6,98,284,,,
982,9,100,379,,,
983,7,102,319,,,
984,9,100,379,,,
985,6,108,294,,,
986,2,105,167,,,
987,9,119,398,,,
988,9,120,399,,,
989,3,121,214,,,
990,7,112,329,,,
991,9,99,378,,,
992,9,107,386,,,
993,9,106,385,,,
994,9,103,382,,,
995,6,123,309,,,
996,6,120,306,,,
997,11,112,453,,,
998,3,104,197,,,
999,1,113,144,,,
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
0,-4,103,-21,,,
1,-3,123,30,,,
2,5,107,262,,,
3,-1,116,85,,,
4,-6,104,-82,,,
5,3,101,194,,,
6,-6,123,-63,,,
7,-2,104,42,,,
8,4,113,237,,,
9,5,123,278,,,
10,4,119,243,,,
11,-2,108,46,,,
12,1,123,154,,,
13,3,121,214,,,
14,2,114,176,,,
15,-2,110,48,,,
16,-6,110,-76,,,
17,-2,117,55,,,
18,-4,100,-24,,,
19,-1,105,74,,,
20,1,115,146,,,
21,-5,98,-57,,,
22,5,122,277,,,
23,-1,124,93,,,
24,-5,109,-46,,,
25,5,98,253,,,
26,-1,100,69,,,
27,1,102,133,,,
28,-6,116,-70,,,
29,-5,113,-42,,,
30,6,104,290,,,
31,1,118,149,,,
32,4,110,234,,,
33,4,100,224,,,
34,-6,98,-88,,,
35,5,105,260,,,
36,3,108,201,,,
37,-3,112,19,,,
38,-2,124,62,,,
39,6,117,303,,,
40,-5,101,-54,,,
41,6,113,299,,,
42,-4,111,-13,,,
43,3,98,191,,,
44,4,102,226,,,
45,1,123,154,,,
46,1,103,134,,,
47,6,123,309,,,
48,-1,108,77,,,
49,-1,102,71,,,
50,-2,105,43,,,
51,3,108,201,,,
52,-4,114,-10,,,
53,2,104,166,,,
54,1,102,133,,,
55,3,112,205,,,
56,3,110,203,,,
57,-3,109,16,,,
58,4,122,246,,,
59,-6,122,-64,,,
60,3,104,197,,,
61,3,120,213,,,
62,-2,113,51,,,
63,-2,110,48,,,
64,1,99,130,,,
65,-6,108,-78,,,
66,2,115,177,,,
67,-3,107,14,,,
68,-1,117,86,,,
69,2,102,164,,,
70,-3,100,7,,,
71,-5,118,-37,,,
72,-4,108,-16,,,
73,-1,103,72,,,
74,-4,99,-25,,,
75,-4,108,-16,,,
76,-2,105,43,,,
77,-4,100,-24,,,
78,-6,101,-85,,,
79,4,101,225,,,
80,-1,104,73,,,
81,6,109,295,,,
82,-2,114,52,,,
83,-4,100,-24,,,
84,3,102,195,,,
85,6,120,306,,,
86,1,117,148,,,
87,3,111,204,,,
88,-2,104,42,,,
89,3,123,216,,,
90,-3,114,21,,,
91,-6,117,-69,,,
92,-6,99,-87,,,
93,5,100,255,,,
94,-3,108,15,,,
95,5,111,266,,,
96,-4,105,-19,,,
97,2,121,183,,,
98,4,112,236,,,
99,-2,103,41,,,
100,-5,110,-45,,,
101,-2,116,54,,,
102,3,123,216,,,
103,1,105,136,,,
104,-2,109,47,,,
105,2,99,161,,,
106,-1,113,82,,,
107,4,119,243,,,
108,5,100,255,,,
109,4,108,232,,,
110,2,111,173,,,
111,-3,99,6,,,
112,3,114,207,,,
113,-5,118,-37,,,
114,2,124,186,,,
115,-1,101,70,,,
116,-5,109,-46,,,
117,3,118,211,,,
118,2,106,168,,,
119,4,100,224,,,
120,-4,98,-26,,,
121,5,104,259,,,
122,-1,121,90,,,
123,-6,113,-73,,,
124,-6,108,-78,,,
125,1,107,138,,,
126,4,107,231,,,
127,-3,116,23,,,
128,1,122,153,,,
129,-6,105,-81,,,
130,5,123,278,,,
131,-5,111,-44,,,
132,-4,114,-10,,,
133,6,99,285,,,
134,-5,117,-38,,,
135,5,101,256,,,
136,2,121,183,,,
137,2,119,181,,,
138,-1,100,69,,,
139,-1,113,82,,,
140,-5,120,-35,,,
141,-2,108,46,,,
142,-2,116,54,,,
143,-6,106,-80,,,
144,-3,110,17,,,
145,5,120,275,,,
146,1,119,150,,,
147,5,123,278,,,
148,-4,122,-2,,,
149,2,122,184,,,
150,-3,107,14,,,
151,4,107,231,,,
152,-1,119,88,,,
153,3,110,203,,,
154,1,118,149,,,
155,-5,110,-45,,,
156,-4,113,-11,,,
157,1,99,130,,,
158,5,101,256,,,
159,-1,107,76,,,
160,1,104,135,,,
161,1,123,154,,,
162,-5,121,-34,,,
163,-6,99,-87,,,
164,-4,120,-4,,,
165,-1,115,84,,,
166,-3,114,21,,,
167,6,124,310,,,
168,5,109,264,,,
169,-4,110,-14,,,
170,1,110,141,,,
171,4,105,229,,,
172,-5,106,-49,,,
173,6,120,306,,,
174,5,114,269,,,
175,-2,111,49,,,
176,1,115,146,,,
177,2,104,166,,,
178,-4,104,-20,,,
179,-1,103,72,,,
180,-2,101,39,,,
181,2,101,163,,,
182,-6,112,-74,,,
183,-1,111,80,,,
184,-1,99,68,,,
185,-6,123,-63,,,
186,-5,114,-41,,,
187,4,108,232,,,
188,1,120,151,,,
189,-6,121,-65,,,
